antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'ass_Argument'}),frozenset({'ucr_Assault'}),0.01697381930382501,0.20948138483258788,0.016841725826315948,0.9922178105501985,4.736544067355452,0.013286026652652572,101.58048968951522
frozenset({'ass_OtherFelony'}),frozenset({'ucr_Assault'}),0.006995370181380134,0.20948138483258788,0.006867705493933328,0.9817501169864297,4.686574502889691,0.005402305660921226,43.316366169558165
frozenset({'ass_LoversQuarrelAssault'}),frozenset({'rel_Known'}),0.002098668821240939,0.1239860959098776,0.0015231186692371622,0.7257546563904946,5.8535164855745405,0.0012629129154837133,3.1942708399726487
frozenset({'ass_LoversQuarrelAssault'}),frozenset({'ucr_Assault'}),0.002098668821240939,0.20948138483258788,0.0020811462170815735,0.9916506101477199,4.733836426278266,0.0016415141661030468,94.67980644735808
frozenset({'ass_LEO_Assault'}),frozenset({'ucr_Assault'}),0.0007777340461503032,0.20948138483258788,0.0007758084852536695,0.9975241396385243,4.761874857929357,0.0006128876802346521,319.2904686661021
frozenset({'ass_DrugGangAssault'}),frozenset({'ucr_Assault'}),0.0004051380126517053,0.20948138483258788,0.00038491962323705274,0.9500950570342206,4.535462937642464,0.000300050751298451,15.840487298211782
frozenset({'rel_Family'}),frozenset({'ucr_Assault'}),0.06182128792295908,0.20948138483258788,0.057598532876641635,0.9316941592743945,4.447622685037052,0.04464812387040602,11.573221363939288
frozenset({'rel_Known'}),frozenset({'ucr_Assault'}),0.1239860959098776,0.20948138483258788,0.11342323905530442,0.9148061177581472,4.367004344988633,0.08745045998411721,9.279053781388287
frozenset({'weap_Fists'}),frozenset({'ucr_Assault'}),0.13377872840579733,0.20948138483258788,0.1205691880988013,0.9012582907282023,4.302331166315636,0.0925450348112122,8.005923950449555
frozenset({'weap_OtherWeap'}),frozenset({'ucr_Assault'}),0.013149847919200383,0.20948138483258788,0.011173837327075003,0.8497312969498176,4.056357072629155,0.008419188974622982,5.26070032629095
frozenset({'weap_MVWeap'}),frozenset({'ucr_Assault'}),0.0020934698068200285,0.20948138483258788,0.002018950600120309,0.9644039735099339,4.603769324327604,0.0015804076458824394,22.208057840052028
frozenset({'weap_BluntObject'}),frozenset({'ucr_Assault'}),0.005539838699614811,0.20948138483258788,0.004747470390650092,0.8569690649982621,4.090907961502783,0.003586977308105619,5.526906575544702
"frozenset({'rel_Family', 'ass_Argument'})",frozenset({'ucr_Assault'}),0.00480581488581809,0.20948138483258788,0.004780204925892863,0.9946710473595639,4.748255068842892,0.003773476168362624,148.3440871981029
"frozenset({'rel_Family', 'weap_Knife'})",frozenset({'ass_Argument'}),0.00179308230694519,0.01697381930382501,0.0012951322590757462,0.7222938144329897,42.55340542421248,0.001264696804000773,3.539806571787618
"frozenset({'rel_Family', 'weap_BluntObject'})",frozenset({'ass_Argument'}),0.0012107926918031953,0.01697381930382501,0.0008767078762372692,0.7240776081424937,42.65849631021608,0.0008561560998722098,3.562690849693112
"frozenset({'rel_Known', 'ass_Argument'})",frozenset({'ucr_Assault'}),0.009690577768398156,0.20948138483258788,0.009615480893429448,0.9922505265667847,4.736700243602866,0.007585485242677513,102.00933288952785
"frozenset({'ass_Argument', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0009751040380552451,0.20948138483258788,0.0009741412576069283,0.9990126382306477,4.768980494515218,0.000769875113359267,800.6372534415281
"frozenset({'ucr_Drug', 'ass_Argument'})",frozenset({'ucr_Assault'}),0.00023453331720997008,0.20948138483258788,0.00023280031240299987,0.9926108374384237,4.738420257397538,0.0001836699483244747,106.98351925265739
"frozenset({'ass_Argument', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.00047234008794421725,0.20948138483258788,0.0004665634052543165,0.9877700774561761,4.71531195120548,0.0003676169495198155,64.6380721001885
"frozenset({'ass_Argument', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.004628085615058811,0.20948138483258788,0.004613451352244395,0.9968379446640315,4.758599173194691,0.0036439535684780963,250.00151204668677
"frozenset({'ass_Argument', 'weap_OtherWeap'})",frozenset({'ucr_Assault'}),0.0017672797909303,0.20948138483258788,0.001762465888688716,0.9972760950098061,4.760690768808901,0.0013922536706979904,290.21519400026204
"frozenset({'ass_Argument', 'weap_Firearm'})",frozenset({'ucr_Assault'}),0.0028007283241535427,0.20948138483258788,0.002727942122260793,0.9740116878652457,4.6496336113285235,0.0021412416743772558,30.418236131243336
"frozenset({'weap_MVWeap', 'ass_Argument'})",frozenset({'ucr_Assault'}),0.0008095058009447572,0.20948138483258788,0.000807772796137787,0.9978591817316841,4.76347424631142,0.000638196399925866,369.26002868486256
"frozenset({'ass_Argument', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.004077375198621606,0.20948138483258788,0.004049069453441093,0.9930578512396694,4.740554164434685,0.0031949352503517904,113.87232432768619
"frozenset({'ass_Argument', 'weap_NoWeap'})",frozenset({'ucr_Assault'}),0.0004948691504348302,0.20948138483258788,0.0004946765943451668,0.9996108949416342,4.77183638890156,0.0003910107194011523,2031.6328409802566
"frozenset({'ass_Argument', 'weap_BluntObject'})",frozenset({'ucr_Assault'}),0.0028742847504049456,0.20948138483258788,0.0028671601750874013,0.9975212701815502,4.761861160020226,0.002265051025169384,318.9208478001101
"frozenset({'rel_Family', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0012604721629363418,0.20948138483258788,0.0012313961933971746,0.976932477849068,4.663576568532842,0.0009673507391623424,34.269767250899676
"frozenset({'rel_Known', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.003028907290404622,0.20948138483258788,0.0029850045019613764,0.9855054036872218,4.704501091945771,0.002350504808237895,54.538850072734064
"frozenset({'ucr_Larceny', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0002050722354914763,0.20948138483258788,0.00020449456722248624,0.9971830985915493,4.760246832378315,0.0001615357513410172,280.63410838443167
"frozenset({'ucr_Burglary', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.00025109314092101886,0.20948138483258788,0.00024704946303808834,0.9838957055214724,4.696816885699779,0.00019445012415598918,49.08744162753847
"frozenset({'ass_OtherFelony', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00046174950301273255,0.20948138483258788,0.00046001649820576234,0.9962468723936614,4.755777575128388,0.0003632885728688959,210.62929324127285
"frozenset({'ass_OtherFelony', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.00024377600951381128,0.20948138483258788,0.0002385769950929006,0.9786729857819905,4.671885220560866,0.0001875104590309853,37.06653951118301
"frozenset({'weap_Fists', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0015754939256255956,0.20948138483258788,0.0015589341019145468,0.9894891224639453,4.72351814579954,0.001228897452579167,75.20957336395095
"frozenset({'weap_OtherWeap', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0009700975797239978,0.20948138483258788,0.0009596995508821765,0.9892814608971815,4.722526833053876,0.0007564821664588516,73.75245894839723
"frozenset({'weap_Firearm', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0017771001515031314,0.20948138483258788,0.0017039288374310552,0.9588254415429623,4.577139120543961,0.0013316594367079775,19.1992007878422
"frozenset({'weap_MVWeap', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0006622003923522883,0.20948138483258788,0.000659889719276328,0.9965106135504508,4.757036594668478,0.0005211710640496876,226.5494597967323
"frozenset({'ass_OtherFelony', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.0011004580524260912,0.20948138483258788,0.0010877493505083095,0.9884514435695538,4.718564584435503,0.0008572238737359194,68.4517255406329
"frozenset({'weap_BluntObject', 'ass_OtherFelony'})",frozenset({'ucr_Assault'}),0.0008374264339459441,0.20948138483258788,0.0008312646390767166,0.9926419866636008,4.738568954262426,0.0006558393899983046,107.43642054259595
"frozenset({'rel_Family', 'ass_LoversQuarrelAssault'})",frozenset({'ucr_Assault'}),0.0005601456648307086,0.20948138483258788,0.0005532136456028277,0.9876246132691647,4.714617549709483,0.00043587355602612025,63.87829587561153
"frozenset({'rel_Known', 'ass_LoversQuarrelAssault'})",frozenset({'ucr_Assault'}),0.0015231186692371622,0.20948138483258788,0.0015121429721263507,0.9927939317319848,4.739294293502022,0.0011930779640301817,109.70179378902151
"frozenset({'ucr_Assault', 'ass_LoversQuarrelAssault'})",frozenset({'rel_Known'}),0.0020811462170815735,0.1239860959098776,0.0015121429721263507,0.7265914137675796,5.860265285679459,0.0012541097776527959,3.2040467937076293
frozenset({'ass_LoversQuarrelAssault'}),"frozenset({'rel_Known', 'ucr_Assault'})",0.002098668821240939,0.11342323905530442,0.0015121429721263507,0.7205248187907148,6.3525325567487245,0.0012741051567168257,3.1722915684623247
"frozenset({'ass_LoversQuarrelAssault', 'weap_Fists'})",frozenset({'rel_Known'}),0.0006924316984294355,0.1239860959098776,0.0005231748956153438,0.7555617352614016,6.093923110625248,0.0004373229926428324,3.5837838442640275
"frozenset({'ass_LoversQuarrelAssault', 'weap_Knife'})",frozenset({'rel_Known'}),0.00047253264403388065,0.1239860959098776,0.0003440977322284208,0.7281988590057049,5.873230007459986,0.00028551025450468804,3.2229956831141826
"frozenset({'ass_LoversQuarrelAssault', 'weap_BluntObject'})",frozenset({'rel_Known'}),0.0002653422915561074,0.1239860959098776,0.00019294120184268476,0.7271407837445573,5.864696185555337,0.00016004244703286252,3.2104977655217772
"frozenset({'ass_LoversQuarrelAssault', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0006924316984294355,0.20948138483258788,0.0006899284692638119,0.9963848720800891,4.7564363433838,0.0005448769181748328,218.66961078016047
"frozenset({'ass_LoversQuarrelAssault', 'weap_OtherWeap'})",frozenset({'ucr_Assault'}),0.0002587953845075532,0.20948138483258788,0.00025783260405923644,0.996279761904762,4.755934579585499,0.00020361978852431213,212.49140375700432
"frozenset({'weap_Firearm', 'ass_LoversQuarrelAssault'})",frozenset({'ucr_Assault'}),0.00022606084926478235,0.20948138483258788,0.00021701071305060452,0.9599659284497445,4.5825834558852305,0.000169655173290187,19.746145834181753
"frozenset({'ass_LoversQuarrelAssault', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.00047253264403388065,0.20948138483258788,0.00046906663441994016,0.9926650366748165,4.738678987959378,0.00037007984176911854,107.77403786782254
"frozenset({'ass_LoversQuarrelAssault', 'weap_BluntObject'})",frozenset({'ucr_Assault'}),0.0002653422915561074,0.20948138483258788,0.00026457206719745395,0.9970972423802612,4.759836981109876,0.0002089877965076283,272.33366292516956
"frozenset({'rel_Known', 'ass_LEO_Assault'})",frozenset({'ucr_Assault'}),0.0002372291024652571,0.20948138483258788,0.00023703654637559373,0.9991883116883117,4.7698191058209645,0.0001873414654685798,973.9189338862432
"frozenset({'ass_LEO_Assault', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0003573841024151925,0.20948138483258788,0.0003573841024151925,1.0,4.773693857328537,0.0002825187857241066,inf
"frozenset({'ass_DrugGangAssault', 'weap_Firearm'})",frozenset({'ucr_Assault'}),0.00021835860567824802,0.20948138483258788,0.00020160622587753587,0.9232804232804233,4.407458085205447,0.0001558641627699435,10.304001259768334
"frozenset({'rel_Known', 'rel_Family'})",frozenset({'ucr_Assault'}),0.006508395830621501,0.20948138483258788,0.0064254041559765945,0.9872485207100592,4.712822198970294,0.0050620163843393615,61.99426726834938
"frozenset({'rel_Known', 'rel_Family'})",frozenset({'weap_Fists'}),0.006508395830621501,0.13377872840579733,0.004998563531571111,0.76801775147929,5.740955685792031,0.004127878613388973,3.7339980844132197
"frozenset({'rel_Family', 'ucr_Larceny'})",frozenset({'ucr_Assault'}),0.0003777950479195085,0.20948138483258788,0.000371633253050281,0.9836901121304791,4.6958354457920874,0.00029249222322920844,48.46867259245188
"frozenset({'rel_Family', 'ucr_Burglary'})",frozenset({'ucr_Assault'}),0.00024108022425852426,0.20948138483258788,0.00022548318099579226,0.9353035143769968,4.464852641319262,0.00017498136176236575,12.218880323328388
"frozenset({'rel_Family', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0025182485406173966,0.20948138483258788,0.002501688716906348,0.9934240709588622,4.742302385258629,0.0019741625252651723,120.21398196696983
"frozenset({'ucr_Drug', 'rel_Family'})",frozenset({'ucr_Assault'}),0.0006003898875703503,0.20948138483258788,0.000587296073473242,0.9781911481719051,4.669585075321372,0.0004615255683855233,36.247603560176415
"frozenset({'rel_Family', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.00031367387006161026,0.20948138483258788,0.0003061641825647393,0.9760589318600369,4.65940652741091,0.00024045534587843596,33.019354464300456
"frozenset({'rel_Family', 'drug_ComputerUse'})",frozenset({'ucr_Assault'}),0.00043613954308750595,0.20948138483258788,0.0004170764902108335,0.9562913907284768,4.565042337736693,0.00032571337474461066,18.08610771064836
"frozenset({'rel_Family', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.041357582050075364,0.20948138483258788,0.03910506091319341,0.9455354731774545,4.513696880193446,0.03044141735201624,14.51437589356193
"frozenset({'rel_Family', 'weap_OtherWeap'})",frozenset({'ucr_Assault'}),0.0033377672582246484,0.20948138483258788,0.0032116430194951487,0.9622129918080073,4.593310248435598,0.0025124429119933794,20.920381183682302
"frozenset({'rel_Family', 'weap_Firearm'})",frozenset({'ucr_Assault'}),0.0010253611774573815,0.20948138483258788,0.0009390960492881972,0.915868544600939,4.372076045481929,0.000724301969880852,9.396231307514448
"frozenset({'rel_Family', 'weap_MVWeap'})",frozenset({'ucr_Assault'}),0.0003078971873717095,0.20948138483258788,0.00030404606557844234,0.9874921826141337,4.71398536630504,0.00023954733638175785,63.20196328263413
"frozenset({'rel_Family', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.00179308230694519,0.20948138483258788,0.001754956201191845,0.9787371134020618,4.672191346186886,0.0013793388364141553,37.17833002241884
"frozenset({'rel_Family', 'weap_NoWeap'})",frozenset({'ucr_Assault'}),0.005024751159765328,0.20948138483258788,0.003836102418273419,0.7634412722743822,3.6444349118873007,0.0027835105868866264,3.341743603238884
"frozenset({'rel_Family', 'weap_BluntObject'})",frozenset({'ucr_Assault'}),0.0012107926918031953,0.20948138483258788,0.0011932700876438299,0.985527989821883,4.704608911238063,0.0009396315578197197,54.62396760629366
"frozenset({'rel_Known', 'ucr_Larceny'})",frozenset({'ucr_Assault'}),0.0016829402236577492,0.20948138483258788,0.001626328733296722,0.9663615560640733,4.613114224141513,0.0012737840846544315,23.500451348854384
"frozenset({'rel_Known', 'ucr_Burglary'})",frozenset({'ucr_Assault'}),0.0013265189016908735,0.20948138483258788,0.0011951956485404633,0.9010015967484396,4.301105787841229,0.0009173146320076556,7.985165307754114
"frozenset({'rel_Known', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.006013141568007345,0.20948138483258788,0.005913204957472062,0.9833802997310106,4.69435649624382,0.004653563734611484,47.565154748454525
"frozenset({'rel_Known', 'ucr_Drug'})",frozenset({'ucr_Assault'}),0.001186915736684939,0.20948138483258788,0.0010873642383289828,0.9161258922777417,4.37330454450588,0.0008387274861286306,9.425061400177805
"frozenset({'rel_Known', 'ucr_WeaponViol'})",frozenset({'ucr_Assault'}),0.0008676577400230913,0.20948138483258788,0.0007898650797990947,0.910341766533511,4.34569289897063,0.000608106934858344,8.817021980060304
"frozenset({'rel_Known', 'drug_ComputerUse'})",frozenset({'ucr_Assault'}),0.00085783737945026,0.20948138483258788,0.0007369121551416713,0.8590347923681257,4.100769111559217,0.0005572111929332726,5.607898774794303
"frozenset({'rel_Known', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.07276405794243805,0.20948138483258788,0.06722614480371987,0.9238921894227079,4.410378469480993,0.05198342917989928,10.38682638708405
"frozenset({'rel_Known', 'weap_OtherWeap'})",frozenset({'ucr_Assault'}),0.005729313891843555,0.20948138483258788,0.005394266295829312,0.9415204678362573,4.494530473859031,0.004194081687625341,13.51786831936275
"frozenset({'rel_Known', 'weap_Firearm'})",frozenset({'ucr_Assault'}),0.0037794909279123914,0.20948138483258788,0.002964401000367397,0.7843386998165885,3.7441928333794996,0.0021726680068261065,3.66555619619796
"frozenset({'rel_Known', 'weap_MVWeap'})",frozenset({'ucr_Assault'}),0.0010367219867475196,0.20948138483258788,0.0010197770508571442,0.9836552748885588,4.695669143464325,0.0008026030933868819,48.36536618251548
"frozenset({'rel_Known', 'weap_Knife'})",frozenset({'ucr_Assault'}),0.003873265743578447,0.20948138483258788,0.0035852018334420633,0.9256276410638826,4.41866298432016,0.002773824761652627,10.629199160489629
"frozenset({'rel_Known', 'weap_NoWeap'})",frozenset({'ucr_Assault'}),0.008728374988350357,0.20948138483258788,0.006378227914009072,0.7307463213395398,3.4883592254439857,0.004549795834111316,2.9359621718085718
"frozenset({'rel_Known', 'weap_BluntObject'})",frozenset({'ucr_Assault'}),0.002631086409160124,0.20948138483258788,0.002523254998948644,0.959016393442623,4.578050666454416,0.00197209137434358,19.28865421008489
"frozenset({'ucr_Larceny', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.002183971168961807,0.20948138483258788,0.0020842271145161875,0.9543290424969141,4.555674688037742,0.0016267258096076224,17.309000257198417
"frozenset({'ucr_Larceny', 'weap_NoWeap'})",frozenset({'ucr_Assault'}),0.00025282614572798913,0.20948138483258788,0.000197369991904942,0.7806549885757806,3.726607923657083,0.00014440762077595716,3.6039963253986533
"frozenset({'ucr_Fraud_StolenProp', 'ucr_WeaponViol'})",frozenset({'weap_Firearm'}),0.0003596947754911528,0.021771354277787577,0.00027728076911523556,0.7708779443254817,35.40790042225242,0.0002694497267261484,4.2694652107689075
"frozenset({'weap_Firearm', 'ucr_Fraud_StolenProp'})",frozenset({'ucr_WeaponViol'}),0.0003388987178075102,0.01367379303917438,0.00027728076911523556,0.818181818181818,59.83576143340689,0.0002726467381866941,5.424794138284536
"frozenset({'ucr_Burglary', 'weap_Fists'})",frozenset({'ucr_Assault'}),0.0012150289257757893,0.20948138483258788,0.0010750406485905278,0.8847860538827257,4.223697750469923,0.0008205147066073638,6.861310126143555
"frozenset({'weap_Fists', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.006151396840385636,0.20948138483258788,0.0060270056064631065,0.979778376009516,4.677162015099956,0.004738402477684318,39.09273634696298
"frozenset({'weap_OtherWeap', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0007449995109075323,0.20948138483258788,0.0006826113378566042,0.9162574308606873,4.373932469431289,0.0005265478086120937,9.439865808897256
"frozenset({'weap_MVWeap', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.00019833277235325878,0.20948138483258788,0.00019621465536696185,0.9893203883495146,4.7227126607939605,0.0001546676315567148,74.0212885111309
"frozenset({'weap_Knife', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0004087965783553091,0.20948138483258788,0.0003516074197252918,0.8601036269430051,4.105871400603819,0.0002659721463765981,5.650744175085574
"frozenset({'weap_NoWeap', 'ucr_Vandalism'})",frozenset({'ucr_Assault'}),0.0005570647673960948,0.20948138483258788,0.0005256781247809675,0.9436571033529209,4.504730117700278,0.00040898342586539007,14.030492967357816
